para_id,x,y,row,col,word,penalty
0,1380.0,400.0,2.0,25,工,1.0
0,1420.0,400.0,2.0,26,作,1.0
0,1460.0,400.0,2.0,27,。,1.0
0,380.0,464.0,3.0,0,  ,-0.001
0,420.0,464.0,3.0,1,  ,-0.001
0,460.0,464.0,3.0,2,据,1.0
0,500.0,464.0,3.0,3,现,1.0
0,540.0,464.0,3.0,4,场,1.0
0,580.0,464.0,3.0,5,视,1.0
0,620.0,464.0,3.0,6,频,1.0
0,660.0,464.0,3.0,7,显,1.0
0,700.0,464.0,3.0,8,示,1.0
0,740.0,464.0,3.0,9,，,1.0
0,780.0,464.0,3.0,10,整,1.0
0,820.0,464.0,3.0,11,个,1.0
0,860.0,464.0,3.0,12,大,1.0
0,900.0,464.0,3.0,13,楼,1.0
0,940.0,464.0,3.0,14,一,1.0
0,980.0,464.0,3.0,15,侧,1.0
0,1020.0,464.0,3.0,16,有,1.0
0,1060.0,464.0,3.0,17,较,1.0
0,1100.0,464.0,3.0,18,严,1.0
0,1140.0,464.0,3.0,19,重,1.0
0,1180.0,464.0,3.0,20,的,1.0
0,1220.0,464.0,3.0,21,明,1.0
0,1260.0,464.0,3.0,22,火,1.0
0,1300.0,464.0,3.0,23,燃,1.0
0,1340.0,464.0,3.0,24,烧,1.0
0,1380.0,464.0,3.0,25,，,1.0
0,1420.0,464.0,3.0,26,现,1.0
0,1460.0,464.0,3.0,27,场,1.0
0,1500.0,464.0,3.0,28,黑,1.0
0,1540.0,464.0,3.0,29,烟,1.0
0,380.0,528.0,4.0,0,滚,1.0
0,420.0,528.0,4.0,1,滚,1.0
0,460.0,528.0,4.0,2,，,1.0
0,500.0,528.0,4.0,3,路,1.0
0,540.0,528.0,4.0,4,上,1.0
0,580.0,528.0,4.0,5,停,1.0
0,620.0,528.0,4.0,6,有,1.0
0,660.0,528.0,4.0,7,多,1.0
0,700.0,528.0,4.0,8,辆,1.0
0,740.0,528.0,4.0,9,消,1.0
0,780.0,528.0,4.0,10,防,1.0
0,820.0,528.0,4.0,11,救,1.0
0,860.0,528.0,4.0,12,援,1.0
0,900.0,528.0,4.0,13,车,1.0
0,940.0,528.0,4.0,14,辆,1.0
0,980.0,528.0,4.0,15,。,1.0
0,380.0,592.0,5.0,0,  ,-0.001
0,420.0,592.0,5.0,1,  ,-0.001
0,460.0,592.0,5.0,2,工,1.0
0,500.0,592.0,5.0,3,作,1.0
0,540.0,592.0,5.0,4,人,1.0
0,580.0,592.0,5.0,5,员,1.0
0,620.0,592.0,5.0,6,表,1.0
0,660.0,592.0,5.0,7,示,1.0
0,700.0,592.0,5.0,8,如,1.0
0,740.0,592.0,5.0,9,果,1.0
0,780.0,592.0,5.0,10,有,1.0
0,820.0,592.0,5.0,11,新,1.0
0,860.0,592.0,5.0,12,进,1.0
0,900.0,592.0,5.0,13,展,1.0
0,940.0,592.0,5.0,14,会,1.0
0,980.0,592.0,5.0,15,通,1.0
0,1020.0,592.0,5.0,16,过,1.0
0,1060.0,592.0,5.0,17,公,1.0
0,1100.0,592.0,5.0,18,众,1.0
0,1140.0,592.0,5.0,19,号,1.0
0,1180.0,592.0,5.0,20,及,1.0
0,1220.0,592.0,5.0,21,时,1.0
0,1260.0,592.0,5.0,22,发,1.0
0,1300.0,592.0,5.0,23,布,1.0
0,1340.0,592.0,5.0,24,通,1.0
0,1380.0,592.0,5.0,25,报,1.0
0,1420.0,592.0,5.0,26,。,1.0
0,260.0,272.0,0.0,-3,blank_supplement,-0.001
0,300.0,272.0,0.0,-2,blank_supplement,-0.001
0,340.0,272.0,0.0,-1,blank_supplement,-0.001
0,1580.0,272.0,0.0,30,blank_supplement,-0.001
0,1620.0,272.0,0.0,31,blank_supplement,-0.001
0,1660.0,272.0,0.0,32,blank_supplement,-0.001
0,260.0,240.0,-0.5,-3,blank_supplement,-0.001
0,300.0,240.0,-0.5,-2,blank_supplement,-0.001
0,340.0,240.0,-0.5,-1,blank_supplement,-0.001
0,380.0,240.0,-0.5,0,blank_supplement,-0.001
0,420.0,240.0,-0.5,1,blank_supplement,-0.001
0,460.0,240.0,-0.5,2,blank_supplement,-0.001
0,500.0,240.0,-0.5,3,blank_supplement,-0.001
0,540.0,240.0,-0.5,4,blank_supplement,-0.001
0,580.0,240.0,-0.5,5,blank_supplement,-0.001
0,620.0,240.0,-0.5,6,blank_supplement,-0.001
0,660.0,240.0,-0.5,7,blank_supplement,-0.001
0,700.0,240.0,-0.5,8,blank_supplement,-0.001
0,740.0,240.0,-0.5,9,blank_supplement,-0.001
0,780.0,240.0,-0.5,10,blank_supplement,-0.001
0,820.0,240.0,-0.5,11,blank_supplement,-0.001
0,860.0,240.0,-0.5,12,blank_supplement,-0.001
0,900.0,240.0,-0.5,13,blank_supplement,-0.001
0,940.0,240.0,-0.5,14,blank_supplement,-0.001
0,980.0,240.0,-0.5,15,blank_supplement,-0.001
0,1020.0,240.0,-0.5,16,blank_supplement,-0.001
0,1060.0,240.0,-0.5,17,blank_supplement,-0.001
0,1100.0,240.0,-0.5,18,blank_supplement,-0.001
0,1140.0,240.0,-0.5,19,blank_supplement,-0.001
0,1180.0,240.0,-0.5,20,blank_supplement,-0.001
0,1220.0,240.0,-0.5,21,blank_supplement,-0.001
0,1260.0,240.0,-0.5,22,blank_supplement,-0.001
0,1300.0,240.0,-0.5,23,blank_supplement,-0.001
0,1340.0,240.0,-0.5,24,blank_supplement,-0.001
0,1380.0,240.0,-0.5,25,blank_supplement,-0.001
0,1420.0,240.0,-0.5,26,blank_supplement,-0.001
0,1460.0,240.0,-0.5,27,blank_supplement,-0.001
0,1500.0,240.0,-0.5,28,blank_supplement,-0.001
0,1540.0,240.0,-0.5,29,blank_supplement,-0.001
0,1580.0,240.0,-0.5,30,blank_supplement,-0.001
0,1620.0,240.0,-0.5,31,blank_supplement,-0.001
0,1660.0,240.0,-0.5,32,blank_supplement,-0.001
0,260.0,336.0,1.0,-3,blank_supplement,-0.001
0,300.0,336.0,1.0,-2,blank_supplement,-0.001
0,340.0,336.0,1.0,-1,blank_supplement,-0.001
0,1580.0,336.0,1.0,30,blank_supplement,-0.001
0,1620.0,336.0,1.0,31,blank_supplement,-0.001
0,1660.0,336.0,1.0,32,blank_supplement,-0.001
0,260.0,400.0,2.0,-3,blank_supplement,-0.001
0,300.0,400.0,2.0,-2,blank_supplement,-0.001
0,340.0,400.0,2.0,-1,blank_supplement,-0.001
0,1500.0,400.0,2.0,28,blank_supplement,-0.001
0,1540.0,400.0,2.0,29,blank_supplement,-0.001
0,1580.0,400.0,2.0,30,blank_supplement,-0.001
0,1620.0,400.0,2.0,31,blank_supplement,-0.001
0,1660.0,400.0,2.0,32,blank_supplement,-0.001
0,260.0,464.0,3.0,-3,blank_supplement,-0.001
0,300.0,464.0,3.0,-2,blank_supplement,-0.001
0,340.0,464.0,3.0,-1,blank_supplement,-0.001
0,1580.0,464.0,3.0,30,blank_supplement,-0.001
0,1620.0,464.0,3.0,31,blank_supplement,-0.001
0,1660.0,464.0,3.0,32,blank_supplement,-0.001
0,260.0,528.0,4.0,-3,blank_supplement,-0.001
0,300.0,528.0,4.0,-2,blank_supplement,-0.001
0,340.0,528.0,4.0,-1,blank_supplement,-0.001
0,1020.0,528.0,4.0,16,blank_supplement,-0.001
0,1060.0,528.0,4.0,17,blank_supplement,-0.001
0,1100.0,528.0,4.0,18,blank_supplement,-0.001
0,1140.0,528.0,4.0,19,blank_supplement,-0.001
0,1180.0,528.0,4.0,20,blank_supplement,-0.001
0,1220.0,528.0,4.0,21,blank_supplement,-0.001
0,1260.0,528.0,4.0,22,blank_supplement,-0.001
0,1300.0,528.0,4.0,23,blank_supplement,-0.001
0,1340.0,528.0,4.0,24,blank_supplement,-0.001
0,1380.0,528.0,4.0,25,blank_supplement,-0.001
0,1420.0,528.0,4.0,26,blank_supplement,-0.001
0,1460.0,528.0,4.0,27,blank_supplement,-0.001
0,1500.0,528.0,4.0,28,blank_supplement,-0.001
0,1540.0,528.0,4.0,29,blank_supplement,-0.001
0,1580.0,528.0,4.0,30,blank_supplement,-0.001
0,1620.0,528.0,4.0,31,blank_supplement,-0.001
0,1660.0,528.0,4.0,32,blank_supplement,-0.001
0,260.0,592.0,5.0,-3,blank_supplement,-0.001
0,300.0,592.0,5.0,-2,blank_supplement,-0.001
0,340.0,592.0,5.0,-1,blank_supplement,-0.001
0,1460.0,592.0,5.0,27,blank_supplement,-0.001
0,1500.0,592.0,5.0,28,blank_supplement,-0.001
0,1540.0,592.0,5.0,29,blank_supplement,-0.001
0,1580.0,592.0,5.0,30,blank_supplement,-0.001
0,1620.0,592.0,5.0,31,blank_supplement,-0.001
0,1660.0,592.0,5.0,32,blank_supplement,-0.001
0,260.0,624.0,5.5,-3,blank_supplement,-0.001
0,300.0,624.0,5.5,-2,blank_supplement,-0.001
0,340.0,624.0,5.5,-1,blank_supplement,-0.001
0,380.0,624.0,5.5,0,blank_supplement,-0.001
0,420.0,624.0,5.5,1,blank_supplement,-0.001
0,460.0,624.0,5.5,2,blank_supplement,-0.001
0,500.0,624.0,5.5,3,blank_supplement,-0.001
0,540.0,624.0,5.5,4,blank_supplement,-0.001
0,580.0,624.0,5.5,5,blank_supplement,-0.001
0,620.0,624.0,5.5,6,blank_supplement,-0.001
0,660.0,624.0,5.5,7,blank_supplement,-0.001
0,700.0,624.0,5.5,8,blank_supplement,-0.001
0,740.0,624.0,5.5,9,blank_supplement,-0.001
0,780.0,624.0,5.5,10,blank_supplement,-0.001
0,820.0,624.0,5.5,11,blank_supplement,-0.001
0,860.0,624.0,5.5,12,blank_supplement,-0.001
0,900.0,624.0,5.5,13,blank_supplement,-0.001
0,940.0,624.0,5.5,14,blank_supplement,-0.001
0,980.0,624.0,5.5,15,blank_supplement,-0.001
0,1020.0,624.0,5.5,16,blank_supplement,-0.001
0,1060.0,624.0,5.5,17,blank_supplement,-0.001
0,1100.0,624.0,5.5,18,blank_supplement,-0.001
0,1140.0,624.0,5.5,19,blank_supplement,-0.001
0,1180.0,624.0,5.5,20,blank_supplement,-0.001
0,1220.0,624.0,5.5,21,blank_supplement,-0.001
0,1260.0,624.0,5.5,22,blank_supplement,-0.001
0,1300.0,624.0,5.5,23,blank_supplement,-0.001
0,1340.0,624.0,5.5,24,blank_supplement,-0.001
0,1380.0,624.0,5.5,25,blank_supplement,-0.001
0,1420.0,624.0,5.5,26,blank_supplement,-0.001
0,1460.0,624.0,5.5,27,blank_supplement,-0.001
0,1500.0,624.0,5.5,28,blank_supplement,-0.001
0,1540.0,624.0,5.5,29,blank_supplement,-0.001
0,1580.0,624.0,5.5,30,blank_supplement,-0.001
0,1620.0,624.0,5.5,31,blank_supplement,-0.001
0,1660.0,624.0,5.5,32,blank_supplement,-0.001
1,380.0,272.0,0.0,0,【,1.0
1,420.0,272.0,0.0,1,知,1.0
1,460.0,272.0,0.0,2,乎,1.0
1,500.0,272.0,0.0,3,】,1.0
1,540.0,272.0,0.0,4,董,1.0
1,580.0,272.0,0.0,5,明,1.0
1,620.0,272.0,0.0,6,珠,1.0
1,660.0,272.0,0.0,7,称,1.0
1,700.0,272.0,0.0,8,「,1.0
1,740.0,272.0,0.0,9,不,1.0
1,780.0,272.0,0.0,10,招,1.0
1,820.0,272.0,0.0,11,只,1.0
1,860.0,272.0,0.0,12,想,1.0
1,900.0,272.0,0.0,13,要,1.0
1,940.0,272.0,0.0,14,多,1.0
1,980.0,272.0,0.0,15,少,1.0
1,1020.0,272.0,0.0,16,工,1.0
1,1060.0,272.0,0.0,17,资,1.0
1,1100.0,272.0,0.0,18,的,1.0
1,1140.0,272.0,0.0,19,，,1.0
1,1180.0,272.0,0.0,20,希,1.0
1,1220.0,272.0,0.0,21,望,1.0
1,1260.0,272.0,0.0,22,年,1.0
1,1300.0,272.0,0.0,23,轻,1.0
1,1340.0,272.0,0.0,24,人,1.0
1,1380.0,272.0,0.0,25,知,1.0
1,1420.0,272.0,0.0,26,道,1.0
1,1460.0,272.0,0.0,27,自,1.0
1,1500.0,272.0,0.0,28,己,1.0
1,1540.0,272.0,0.0,29,能,1.0
1,380.0,336.0,1.0,0,干,1.0
1,420.0,336.0,1.0,1,什,1.0
1,460.0,336.0,1.0,2,么,1.0
1,500.0,336.0,1.0,3,」,1.0
1,540.0,336.0,1.0,4,，,1.0
1,580.0,336.0,1.0,5,你,1.0
1,620.0,336.0,1.0,6,怎,1.0
1,660.0,336.0,1.0,7,么,1.0
1,700.0,336.0,1.0,8,看,1.0
1,740.0,336.0,1.0,9,待,1.0
1,780.0,336.0,1.0,10,这,1.0
1,820.0,336.0,1.0,11,一,1.0
1,860.0,336.0,1.0,12,言,1.0
1,900.0,336.0,1.0,13,论,1.0
1,940.0,336.0,1.0,14,？,1.0
1,380.0,400.0,2.0,0,【,1.0
1,420.0,400.0,2.0,1,知,1.0
1,460.0,400.0,2.0,2,乎,1.0
1,500.0,400.0,2.0,3,】,1.0
1,540.0,400.0,2.0,4,特,1.0
1,580.0,400.0,2.0,5,朗,1.0
1,620.0,400.0,2.0,6,普,1.0
1,660.0,400.0,2.0,7,称,1.0
1,700.0,400.0,2.0,8,将,1.0
1,740.0,400.0,2.0,9,于,1.0
1,780.0,400.0,2.0,10,24,1.0
1,820.0,400.0,2.0,11,日,1.0
1,860.0,400.0,2.0,12,自,1.0
1,900.0,400.0,2.0,13,首,1.0
1,940.0,400.0,2.0,14,，,1.0
1,980.0,400.0,2.0,15,这,1.0
1,1020.0,400.0,2.0,16,对,1.0
1,1060.0,400.0,2.0,17,其,1.0
1,1100.0,400.0,2.0,18,政,1.0
1,1140.0,400.0,2.0,19,治,1.0
1,1180.0,400.0,2.0,20,生,1.0
1,1220.0,400.0,2.0,21,涯,1.0
1,1260.0,400.0,2.0,22,意,1.0
1,1300.0,400.0,2.0,23,味,1.0
1,1340.0,400.0,2.0,24,着,1.0
1,1380.0,400.0,2.0,25,什,1.0
1,1420.0,400.0,2.0,26,么,1.0
1,1460.0,400.0,2.0,27,？,1.0
1,1500.0,400.0,2.0,28,对,1.0
1,1540.0,400.0,2.0,29,美,1.0
1,380.0,464.0,3.0,0,政,1.0
1,420.0,464.0,3.0,1,坛,1.0
1,460.0,464.0,3.0,2,有,1.0
1,500.0,464.0,3.0,3,何,1.0
1,540.0,464.0,3.0,4,影,1.0
1,580.0,464.0,3.0,5,响,1.0
1,620.0,464.0,3.0,6,？,1.0
1,380.0,528.0,4.0,0,【,1.0
1,420.0,528.0,4.0,1,知,1.0
1,460.0,528.0,4.0,2,乎,1.0
1,500.0,528.0,4.0,3,】,1.0
1,540.0,528.0,4.0,4,中,1.0
1,580.0,528.0,4.0,5,国,1.0
1,620.0,528.0,4.0,6,房,1.0
1,660.0,528.0,4.0,7,地,1.0
1,700.0,528.0,4.0,8,产,1.0
1,740.0,528.0,4.0,9,报,1.0
1,780.0,528.0,4.0,10,呼,1.0
1,820.0,528.0,4.0,11,吁,1.0
1,860.0,528.0,4.0,12,允,1.0
1,900.0,528.0,4.0,13,许,1.0
1,940.0,528.0,4.0,14,开,1.0
1,980.0,528.0,4.0,15,发,1.0
1,1020.0,528.0,4.0,16,商,1.0
1,1060.0,528.0,4.0,17,以,1.0
1,1100.0,528.0,4.0,18,降,1.0
1,1140.0,528.0,4.0,19,价,1.0
1,1180.0,528.0,4.0,20,促,1.0
1,1220.0,528.0,4.0,21,销,1.0
1,1260.0,528.0,4.0,22,的,1.0
1,1300.0,528.0,4.0,23,方,1.0
1,1340.0,528.0,4.0,24,式,1.0
1,1380.0,528.0,4.0,25,展,1.0
1,1420.0,528.0,4.0,26,开,1.0
1,1460.0,528.0,4.0,27,自,1.0
1,1500.0,528.0,4.0,28,救,1.0
1,1540.0,528.0,4.0,29,，,1.0
1,380.0,592.0,5.0,0,对,1.0
1,420.0,592.0,5.0,1,此,1.0
1,460.0,592.0,5.0,2,如,1.0
1,500.0,592.0,5.0,3,何,1.0
1,540.0,592.0,5.0,4,解,1.0
1,580.0,592.0,5.0,5,读,1.0
1,620.0,592.0,5.0,6,？,1.0
1,260.0,272.0,0.0,-3,blank_supplement,-0.001
1,300.0,272.0,0.0,-2,blank_supplement,-0.001
1,340.0,272.0,0.0,-1,blank_supplement,-0.001
1,1580.0,272.0,0.0,30,blank_supplement,-0.001
1,1620.0,272.0,0.0,31,blank_supplement,-0.001
1,1660.0,272.0,0.0,32,blank_supplement,-0.001
1,260.0,240.0,-0.5,-3,blank_supplement,-0.001
1,300.0,240.0,-0.5,-2,blank_supplement,-0.001
1,340.0,240.0,-0.5,-1,blank_supplement,-0.001
1,380.0,240.0,-0.5,0,blank_supplement,-0.001
1,420.0,240.0,-0.5,1,blank_supplement,-0.001
1,460.0,240.0,-0.5,2,blank_supplement,-0.001
1,500.0,240.0,-0.5,3,blank_supplement,-0.001
1,540.0,240.0,-0.5,4,blank_supplement,-0.001
1,580.0,240.0,-0.5,5,blank_supplement,-0.001
1,620.0,240.0,-0.5,6,blank_supplement,-0.001
1,660.0,240.0,-0.5,7,blank_supplement,-0.001
1,700.0,240.0,-0.5,8,blank_supplement,-0.001
1,740.0,240.0,-0.5,9,blank_supplement,-0.001
1,780.0,240.0,-0.5,10,blank_supplement,-0.001
1,820.0,240.0,-0.5,11,blank_supplement,-0.001
1,860.0,240.0,-0.5,12,blank_supplement,-0.001
1,900.0,240.0,-0.5,13,blank_supplement,-0.001
1,940.0,240.0,-0.5,14,blank_supplement,-0.001
1,980.0,240.0,-0.5,15,blank_supplement,-0.001
1,1020.0,240.0,-0.5,16,blank_supplement,-0.001
1,1060.0,240.0,-0.5,17,blank_supplement,-0.001
1,1100.0,240.0,-0.5,18,blank_supplement,-0.001
1,1140.0,240.0,-0.5,19,blank_supplement,-0.001
1,1180.0,240.0,-0.5,20,blank_supplement,-0.001
1,1220.0,240.0,-0.5,21,blank_supplement,-0.001
1,1260.0,240.0,-0.5,22,blank_supplement,-0.001
1,1300.0,240.0,-0.5,23,blank_supplement,-0.001
1,1340.0,240.0,-0.5,24,blank_supplement,-0.001
1,1380.0,240.0,-0.5,25,blank_supplement,-0.001
1,1420.0,240.0,-0.5,26,blank_supplement,-0.001
1,1460.0,240.0,-0.5,27,blank_supplement,-0.001
1,1500.0,240.0,-0.5,28,blank_supplement,-0.001
1,1540.0,240.0,-0.5,29,blank_supplement,-0.001
1,1580.0,240.0,-0.5,30,blank_supplement,-0.001
1,1620.0,240.0,-0.5,31,blank_supplement,-0.001
1,1660.0,240.0,-0.5,32,blank_supplement,-0.001
1,260.0,336.0,1.0,-3,blank_supplement,-0.001
1,300.0,336.0,1.0,-2,blank_supplement,-0.001
1,340.0,336.0,1.0,-1,blank_supplement,-0.001
1,980.0,336.0,1.0,15,blank_supplement,-0.001
1,1020.0,336.0,1.0,16,blank_supplement,-0.001
1,1060.0,336.0,1.0,17,blank_supplement,-0.001
1,1100.0,336.0,1.0,18,blank_supplement,-0.001
1,1140.0,336.0,1.0,19,blank_supplement,-0.001
1,1180.0,336.0,1.0,20,blank_supplement,-0.001
1,1220.0,336.0,1.0,21,blank_supplement,-0.001
1,1260.0,336.0,1.0,22,blank_supplement,-0.001
1,1300.0,336.0,1.0,23,blank_supplement,-0.001
1,1340.0,336.0,1.0,24,blank_supplement,-0.001
1,1380.0,336.0,1.0,25,blank_supplement,-0.001
1,1420.0,336.0,1.0,26,blank_supplement,-0.001
1,1460.0,336.0,1.0,27,blank_supplement,-0.001
1,1500.0,336.0,1.0,28,blank_supplement,-0.001
1,1540.0,336.0,1.0,29,blank_supplement,-0.001
1,1580.0,336.0,1.0,30,blank_supplement,-0.001
1,1620.0,336.0,1.0,31,blank_supplement,-0.001
1,1660.0,336.0,1.0,32,blank_supplement,-0.001
1,260.0,400.0,2.0,-3,blank_supplement,-0.001
1,300.0,400.0,2.0,-2,blank_supplement,-0.001
1,340.0,400.0,2.0,-1,blank_supplement,-0.001
1,1580.0,400.0,2.0,30,blank_supplement,-0.001
1,1620.0,400.0,2.0,31,blank_supplement,-0.001
1,1660.0,400.0,2.0,32,blank_supplement,-0.001
1,260.0,464.0,3.0,-3,blank_supplement,-0.001
1,300.0,464.0,3.0,-2,blank_supplement,-0.001
1,340.0,464.0,3.0,-1,blank_supplement,-0.001
1,660.0,464.0,3.0,7,blank_supplement,-0.001
1,700.0,464.0,3.0,8,blank_supplement,-0.001
1,740.0,464.0,3.0,9,blank_supplement,-0.001
1,780.0,464.0,3.0,10,blank_supplement,-0.001
1,820.0,464.0,3.0,11,blank_supplement,-0.001
1,860.0,464.0,3.0,12,blank_supplement,-0.001
1,900.0,464.0,3.0,13,blank_supplement,-0.001
1,940.0,464.0,3.0,14,blank_supplement,-0.001
1,980.0,464.0,3.0,15,blank_supplement,-0.001
1,1020.0,464.0,3.0,16,blank_supplement,-0.001
1,1060.0,464.0,3.0,17,blank_supplement,-0.001
1,1100.0,464.0,3.0,18,blank_supplement,-0.001
1,1140.0,464.0,3.0,19,blank_supplement,-0.001
1,1180.0,464.0,3.0,20,blank_supplement,-0.001
1,1220.0,464.0,3.0,21,blank_supplement,-0.001
1,1260.0,464.0,3.0,22,blank_supplement,-0.001
1,1300.0,464.0,3.0,23,blank_supplement,-0.001
1,1340.0,464.0,3.0,24,blank_supplement,-0.001
1,1380.0,464.0,3.0,25,blank_supplement,-0.001
1,1420.0,464.0,3.0,26,blank_supplement,-0.001
1,1460.0,464.0,3.0,27,blank_supplement,-0.001
1,1500.0,464.0,3.0,28,blank_supplement,-0.001
1,1540.0,464.0,3.0,29,blank_supplement,-0.001
1,1580.0,464.0,3.0,30,blank_supplement,-0.001
1,1620.0,464.0,3.0,31,blank_supplement,-0.001
1,1660.0,464.0,3.0,32,blank_supplement,-0.001
1,260.0,528.0,4.0,-3,blank_supplement,-0.001
1,300.0,528.0,4.0,-2,blank_supplement,-0.001
1,340.0,528.0,4.0,-1,blank_supplement,-0.001
1,1580.0,528.0,4.0,30,blank_supplement,-0.001
1,1620.0,528.0,4.0,31,blank_supplement,-0.001
1,1660.0,528.0,4.0,32,blank_supplement,-0.001
1,260.0,592.0,5.0,-3,blank_supplement,-0.001
1,300.0,592.0,5.0,-2,blank_supplement,-0.001
1,340.0,592.0,5.0,-1,blank_supplement,-0.001
1,660.0,592.0,5.0,7,blank_supplement,-0.001
1,700.0,592.0,5.0,8,blank_supplement,-0.001
1,740.0,592.0,5.0,9,blank_supplement,-0.001
1,780.0,592.0,5.0,10,blank_supplement,-0.001
1,820.0,592.0,5.0,11,blank_supplement,-0.001
1,860.0,592.0,5.0,12,blank_supplement,-0.001
1,900.0,592.0,5.0,13,blank_supplement,-0.001
1,940.0,592.0,5.0,14,blank_supplement,-0.001
1,980.0,592.0,5.0,15,blank_supplement,-0.001
1,1020.0,592.0,5.0,16,blank_supplement,-0.001
1,1060.0,592.0,5.0,17,blank_supplement,-0.001
1,1100.0,592.0,5.0,18,blank_supplement,-0.001
1,1140.0,592.0,5.0,19,blank_supplement,-0.001
1,1180.0,592.0,5.0,20,blank_supplement,-0.001
1,1220.0,592.0,5.0,21,blank_supplement,-0.001
1,1260.0,592.0,5.0,22,blank_supplement,-0.001
1,1300.0,592.0,5.0,23,blank_supplement,-0.001
1,1340.0,592.0,5.0,24,blank_supplement,-0.001
1,1380.0,592.0,5.0,25,blank_supplement,-0.001
1,1420.0,592.0,5.0,26,blank_supplement,-0.001
1,1460.0,592.0,5.0,27,blank_supplement,-0.001
1,1500.0,592.0,5.0,28,blank_supplement,-0.001
1,1540.0,592.0,5.0,29,blank_supplement,-0.001
1,1580.0,592.0,5.0,30,blank_supplement,-0.001
1,1620.0,592.0,5.0,31,blank_supplement,-0.001
1,1660.0,592.0,5.0,32,blank_supplement,-0.001
1,260.0,624.0,5.5,-3,blank_supplement,-0.001
1,300.0,624.0,5.5,-2,blank_supplement,-0.001
1,340.0,624.0,5.5,-1,blank_supplement,-0.001
