para_id,x,y,row,col,word,horizontal_edge_weight,vertical_edge_weight,first_row_weight,gpt_weight
0,620.0,400.0,2,6,楼,0,0,0.0,4
0,660.0,400.0,2,7,均,0,0,0.0,3
0,700.0,400.0,2,8,可,0,0,0.0,3
0,740.0,400.0,2,9,见,0,0,0.0,3
0,780.0,400.0,2,10,明,0,0,0.0,5
0,820.0,400.0,2,11,火,0,0,0.0,5
0,860.0,400.0,2,12,，,0,0,0.0,1
0,900.0,400.0,2,13,消,0,0,0.0,5
0,940.0,400.0,2,14,防,0,0,0.0,5
0,980.0,400.0,2,15,部,0,0,0.0,4
0,1020.0,400.0,2,16,门,0,3,0.0,4
0,1060.0,400.0,2,17,正,0,3,0.0,4
0,1100.0,400.0,2,18,在,0,3,0.0,4
0,1140.0,400.0,2,19,全,0,3,0.0,4
0,1180.0,400.0,2,20,力,0,3,0.0,4
0,1220.0,400.0,2,21,进,0,3,0.0,3
0,1260.0,400.0,2,22,行,0,3,0.0,3
0,1300.0,400.0,2,23,灭,5,3,0.0,5
0,1340.0,400.0,2,24,火,5,3,0.0,5
0,1380.0,400.0,2,25,工,1,3,0.0,3
0,1420.0,400.0,2,26,作,1,3,0.0,3
0,1460.0,400.0,2,27,。,0,3,0.0,1
0,380.0,464.0,3,0,  ,0,0,0.0,1
0,420.0,464.0,3,1,  ,0,0,0.0,1
0,460.0,464.0,3,2,据,1,0,0.0,2
0,500.0,464.0,3,3,现,5,0,0.0,4
0,540.0,464.0,3,4,场,5,0,0.0,4
0,580.0,464.0,3,5,视,0,0,0.0,3
0,620.0,464.0,3,6,频,0,0,0.0,3
0,660.0,464.0,3,7,显,0,0,0.0,3
0,700.0,464.0,3,8,示,0,0,0.0,3
0,740.0,464.0,3,9,，,0,0,0.0,1
0,780.0,464.0,3,10,整,0,0,0.0,2
0,820.0,464.0,3,11,个,0,0,0.0,2
0,860.0,464.0,3,12,大,0,0,0.0,4
0,900.0,464.0,3,13,楼,0,0,0.0,4
0,940.0,464.0,3,14,一,0,0,0.0,3
0,980.0,464.0,3,15,侧,0,0,0.0,3
0,1020.0,464.0,3,16,有,0,1,0.0,2
0,1060.0,464.0,3,17,较,0,1,0.0,3
0,1100.0,464.0,3,18,严,0,1,0.0,4
0,1140.0,464.0,3,19,重,0,1,0.0,4
0,1180.0,464.0,3,20,的,0,1,0.0,1
0,1220.0,464.0,3,21,明,0,1,0.0,5
0,1260.0,464.0,3,22,火,0,1,0.0,5
0,1300.0,464.0,3,23,燃,0,1,0.0,5
0,1340.0,464.0,3,24,烧,0,1,0.0,5
0,1380.0,464.0,3,25,，,0,1,0.0,1
0,1420.0,464.0,3,26,现,5,1,0.0,4
0,1460.0,464.0,3,27,场,5,1,0.0,4
0,1500.0,464.0,3,28,黑,1,1,0.0,4
0,1540.0,464.0,3,29,烟,1,1,0.0,4
0,380.0,528.0,4,0,滚,1,1,0.0,3
0,420.0,528.0,4,1,滚,1,1,0.0,3
0,460.0,528.0,4,2,，,0,3,0.0,1
0,500.0,528.0,4,3,路,5,3,0.0,3
0,540.0,528.0,4,4,上,5,3,0.0,3
0,580.0,528.0,4,5,停,0,3,0.0,3
0,620.0,528.0,4,6,有,0,3,0.0,2
0,660.0,528.0,4,7,多,0,3,0.0,3
0,700.0,528.0,4,8,辆,0,3,0.0,2
0,740.0,528.0,4,9,消,0,3,0.0,4
0,780.0,528.0,4,10,防,0,3,0.0,4
0,820.0,528.0,4,11,救,5,3,0.0,4
0,860.0,528.0,4,12,援,5,3,0.0,4
0,900.0,528.0,4,13,车,1,3,0.0,4
0,940.0,528.0,4,14,辆,1,3,0.0,4
0,980.0,528.0,4,15,。,0,3,0.0,1
0,380.0,592.0,5,0,  ,0,0,0.0,1
0,420.0,592.0,5,1,  ,0,0,0.0,1
0,460.0,592.0,5,2,工,1,1,0.0,4
0,500.0,592.0,5,3,作,1,1,0.0,4
0,540.0,592.0,5,4,人,1,1,0.0,4
0,580.0,592.0,5,5,员,1,1,0.0,4
0,620.0,592.0,5,6,表,5,1,0.0,4
0,660.0,592.0,5,7,示,5,1,0.0,4
0,700.0,592.0,5,8,如,0,1,0.0,3
0,740.0,592.0,5,9,果,0,1,0.0,3
0,780.0,592.0,5,10,有,0,1,0.0,3
0,820.0,592.0,5,11,新,0,1,0.0,4
0,860.0,592.0,5,12,进,0,1,0.0,5
0,900.0,592.0,5,13,展,0,1,0.0,5
0,940.0,592.0,5,14,会,0,1,0.0,3
0,980.0,592.0,5,15,通,0,1,0.0,3
0,1020.0,592.0,5,16,过,0,1,0.0,3
0,1060.0,592.0,5,17,公,0,1,0.0,4
0,1100.0,592.0,5,18,众,0,1,0.0,4
0,1140.0,592.0,5,19,号,0,1,0.0,4
0,1180.0,592.0,5,20,及,0,1,0.0,4
0,1220.0,592.0,5,21,时,0,1,0.0,4
0,1260.0,592.0,5,22,发,5,1,0.0,4
0,1300.0,592.0,5,23,布,5,1,0.0,4
0,1340.0,592.0,5,24,通,1,1,0.0,4
0,1380.0,592.0,5,25,报,1,1,0.0,4
0,1420.0,592.0,5,26,。,0,1,0.0,1
1,380.0,272.0,0,0,【,0,1,0.0,1
1,420.0,272.0,0,1,知,1,1,5.0,3
1,460.0,272.0,0,2,乎,1,1,5.0,3
1,500.0,272.0,0,3,】,0,1,0.0,1
1,540.0,272.0,0,4,董,5,1,5.0,5
1,580.0,272.0,0,5,明,5,1,5.0,5
1,620.0,272.0,0,6,珠,5,1,5.0,5
1,660.0,272.0,0,7,称,0,1,5.0,3
1,700.0,272.0,0,8,「,0,1,0.0,1
1,740.0,272.0,0,9,不,0,1,0.0,3
1,780.0,272.0,0,10,招,0,1,0.0,4
1,820.0,272.0,0,11,只,0,1,0.0,2
1,860.0,272.0,0,12,想,0,1,0.0,3
1,900.0,272.0,0,13,要,0,1,0.0,3
1,940.0,272.0,0,14,多,0,1,0.0,2
1,980.0,272.0,0,15,少,0,1,0.0,2
1,1020.0,272.0,0,16,工,0,1,0.0,5
1,1060.0,272.0,0,17,资,0,1,0.0,5
1,1100.0,272.0,0,18,的,0,1,0.0,1
1,1140.0,272.0,0,19,，,0,1,0.0,1
1,1180.0,272.0,0,20,希,0,1,0.0,4
1,1220.0,272.0,0,21,望,0,1,0.0,4
1,1260.0,272.0,0,22,年,0,1,0.0,5
1,1300.0,272.0,0,23,轻,0,1,0.0,5
1,1340.0,272.0,0,24,人,0,1,0.0,5
1,1380.0,272.0,0,25,知,0,1,0.0,4
1,1420.0,272.0,0,26,道,0,1,0.0,4
1,1460.0,272.0,0,27,自,5,1,0.0,3
1,1500.0,272.0,0,28,己,5,1,0.0,3
1,1540.0,272.0,0,29,能,1,1,0.0,4
1,380.0,336.0,1,0,干,1,3,0.0,3
1,420.0,336.0,1,1,什,5,3,0.0,4
1,460.0,336.0,1,2,么,5,3,0.0,4
1,500.0,336.0,1,3,」,0,3,0.0,2
1,540.0,336.0,1,4,，,0,3,0.0,1
1,580.0,336.0,1,5,你,0,3,0.0,4
1,620.0,336.0,1,6,怎,0,3,0.0,3
1,660.0,336.0,1,7,么,0,3,0.0,3
1,700.0,336.0,1,8,看,0,3,0.0,5
1,740.0,336.0,1,9,待,0,3,0.0,5
1,780.0,336.0,1,10,这,5,3,0.0,3
1,820.0,336.0,1,11,一,5,3,0.0,3
1,860.0,336.0,1,12,言,1,3,0.0,5
1,900.0,336.0,1,13,论,1,3,0.0,5
1,940.0,336.0,1,14,？,0,3,0.0,1
1,380.0,400.0,2,0,【,0,0,0.0,1
1,420.0,400.0,2,1,知,1,0,0.0,4
1,460.0,400.0,2,2,乎,1,0,0.0,4
1,500.0,400.0,2,3,】,0,0,0.0,1
1,540.0,400.0,2,4,特,5,0,0.0,5
1,580.0,400.0,2,5,朗,5,0,0.0,5
1,620.0,400.0,2,6,普,5,0,0.0,5
1,660.0,400.0,2,7,称,0,1,0.0,4
1,700.0,400.0,2,8,将,0,1,0.0,2
1,740.0,400.0,2,9,于,0,1,0.0,2
1,780.0,400.0,2,10,24,0,1,0.0,5
1,820.0,400.0,2,11,日,0,1,0.0,5
1,860.0,400.0,2,12,自,0,1,0.0,5
1,900.0,400.0,2,13,首,0,1,0.0,5
1,940.0,400.0,2,14,，,0,1,0.0,1
1,980.0,400.0,2,15,这,0,1,0.0,3
1,1020.0,400.0,2,16,对,0,1,0.0,3
1,1060.0,400.0,2,17,其,0,1,0.0,3
1,1100.0,400.0,2,18,政,0,1,0.0,4
1,1140.0,400.0,2,19,治,0,1,0.0,4
1,1180.0,400.0,2,20,生,0,1,0.0,4
1,1220.0,400.0,2,21,涯,0,1,0.0,4
1,1260.0,400.0,2,22,意,0,1,0.0,3
1,1300.0,400.0,2,23,味,0,1,0.0,3
1,1340.0,400.0,2,24,着,0,1,0.0,2
1,1380.0,400.0,2,25,什,0,1,0.0,3
1,1420.0,400.0,2,26,么,0,1,0.0,3
1,1460.0,400.0,2,27,？,0,1,0.0,2
1,1500.0,400.0,2,28,对,5,1,0.0,3
1,1540.0,400.0,2,29,美,1,1,0.0,4
1,380.0,464.0,3,0,政,1,0,0.0,4
1,420.0,464.0,3,1,坛,1,0,0.0,4
1,460.0,464.0,3,2,有,5,0,0.0,3
1,500.0,464.0,3,3,何,5,0,0.0,2
1,540.0,464.0,3,4,影,1,0,0.0,4
1,580.0,464.0,3,5,响,1,0,0.0,4
1,620.0,464.0,3,6,？,0,0,0.0,2
1,380.0,528.0,4,0,【,0,3,0.0,1
1,420.0,528.0,4,1,知,1,3,0.0,4
1,460.0,528.0,4,2,乎,1,3,0.0,4
1,500.0,528.0,4,3,】,0,3,0.0,1
1,540.0,528.0,4,4,中,5,3,0.0,4
1,580.0,528.0,4,5,国,5,3,0.0,4
1,620.0,528.0,4,6,房,0,3,0.0,5
1,660.0,528.0,4,7,地,0,1,0.0,5
1,700.0,528.0,4,8,产,0,1,0.0,5
1,740.0,528.0,4,9,报,0,1,0.0,3
1,780.0,528.0,4,10,呼,0,1,0.0,4
1,820.0,528.0,4,11,吁,0,1,0.0,4
1,860.0,528.0,4,12,允,0,1,0.0,4
1,900.0,528.0,4,13,许,0,1,0.0,4
1,940.0,528.0,4,14,开,0,1,0.0,4
1,980.0,528.0,4,15,发,0,1,0.0,4
1,1020.0,528.0,4,16,商,0,1,0.0,4
1,1060.0,528.0,4,17,以,0,1,0.0,2
1,1100.0,528.0,4,18,降,0,1,0.0,5
1,1140.0,528.0,4,19,价,0,1,0.0,5
1,1180.0,528.0,4,20,促,0,1,0.0,5
1,1220.0,528.0,4,21,销,0,1,0.0,5
1,1260.0,528.0,4,22,的,0,1,0.0,1
1,1300.0,528.0,4,23,方,0,1,0.0,3
1,1340.0,528.0,4,24,式,0,1,0.0,3
1,1380.0,528.0,4,25,展,5,1,0.0,3
1,1420.0,528.0,4,26,开,5,1,0.0,3
1,1460.0,528.0,4,27,自,1,1,0.0,5
1,1500.0,528.0,4,28,救,1,1,0.0,5
1,1540.0,528.0,4,29,，,0,1,0.0,1
1,380.0,592.0,5,0,对,1,1,0.0,3
1,420.0,592.0,5,1,此,1,1,0.0,3
1,460.0,592.0,5,2,如,5,1,0.0,3
1,500.0,592.0,5,3,何,5,1,0.0,3
1,540.0,592.0,5,4,解,1,1,0.0,5
1,580.0,592.0,5,5,读,1,1,0.0,5
1,620.0,592.0,5,6,？,0,1,0.0,1
2,380.0,272.0,0,0,【,0,1,0.0,1
2,420.0,272.0,0,1,树,1,1,5.0,3
2,460.0,272.0,0,2,洞,1,1,5.0,3
2,500.0,272.0,0,3,】,0,1,0.0,1
2,540.0,272.0,0,4,今,5,1,5.0,3
2,580.0,272.0,0,5,天,5,1,5.0,3
2,620.0,272.0,0,6,北,0,1,5.0,3
2,660.0,272.0,0,7,京,0,1,5.0,3
2,700.0,272.0,0,8,天,0,1,0.0,4
2,740.0,272.0,0,9,气,0,1,0.0,4
2,780.0,272.0,0,10,好,0,1,0.0,4
2,820.0,272.0,0,11,好,0,1,0.0,4
2,860.0,272.0,0,12,，,0,1,0.0,1
2,900.0,272.0,0,13,去,0,1,0.0,3
2,940.0,272.0,0,14,买,0,1,0.0,3
2,980.0,272.0,0,15,咖,0,1,0.0,4
2,1020.0,272.0,0,16,啡,0,1,0.0,4
2,1060.0,272.0,0,17,店,0,1,0.0,4
2,1100.0,272.0,0,18,员,0,1,0.0,4
2,1140.0,272.0,0,19,说,0,1,0.0,3
2,1180.0,272.0,0,20,帮,0,1,0.0,4
2,1220.0,272.0,0,21,我,0,1,0.0,3
2,1260.0,272.0,0,22,用,0,1,0.0,3
2,1300.0,272.0,0,23,张,0,1,0.0,3
2,1340.0,272.0,0,24,券,0,1,0.0,4
2,1380.0,272.0,0,25,只,0,1,0.0,2
2,1420.0,272.0,0,26,花,0,1,0.0,3
2,1460.0,272.0,0,27,了,0,1,0.0,2
2,1500.0,272.0,0,28,六,5,1,0.0,4
2,1540.0,272.0,0,29,块,1,1,0.0,4
2,380.0,336.0,1,0,钱,1,3,0.0,3
2,420.0,336.0,1,1,，,0,3,0.0,1
2,460.0,336.0,1,2,没,5,3,0.0,3
2,500.0,336.0,1,3,有,5,3,0.0,3
2,540.0,336.0,1,4,对,0,3,0.0,5
2,580.0,336.0,1,5,象,0,3,0.0,5
2,620.0,336.0,1,6,的,0,3,0.0,2
2,660.0,336.0,1,7,七,0,3,0.0,5
2,700.0,336.0,1,8,夕,0,3,0.0,5
2,740.0,336.0,1,9,也,0,3,0.0,3
2,780.0,336.0,1,10,可,0,3,0.0,3
2,820.0,336.0,1,11,以,0,3,0.0,3
2,860.0,336.0,1,12,很,5,3,0.0,2
2,900.0,336.0,1,13,开,1,3,0.0,5
2,940.0,336.0,1,14,心,1,3,0.0,5
2,980.0,336.0,1,15,。,0,3,0.0,1
2,380.0,400.0,2,0,【,0,0,0.0,1
2,420.0,400.0,2,1,树,1,0,0.0,4
2,460.0,400.0,2,2,洞,1,0,0.0,4
2,500.0,400.0,2,3,】,0,0,0.0,1
2,540.0,400.0,2,4,我,5,0,0.0,3
2,580.0,400.0,2,5,也,0,0,0.0,2
2,620.0,400.0,2,6,不,0,0,0.0,3
2,660.0,400.0,2,7,知,0,0,0.0,4
2,700.0,400.0,2,8,道,0,0,0.0,4
2,740.0,400.0,2,9,为,0,0,0.0,4
2,780.0,400.0,2,10,什,0,0,0.0,4
2,820.0,400.0,2,11,么,0,0,0.0,4
2,860.0,400.0,2,12,，,0,0,0.0,1
2,900.0,400.0,2,13,好,0,0,0.0,3
2,940.0,400.0,2,14,像,0,0,0.0,3
2,980.0,400.0,2,15,特,0,1,0.0,4
2,1020.0,400.0,2,16,别,0,1,0.0,4
2,1060.0,400.0,2,17,招,0,1,0.0,4
2,1100.0,400.0,2,18,东,0,1,0.0,5
2,1140.0,400.0,2,19,北,0,1,0.0,5
2,1180.0,400.0,2,20,人,0,1,0.0,5
2,1220.0,400.0,2,21,喜,0,1,0.0,4
2,1260.0,400.0,2,22,欢,0,1,0.0,4
2,1300.0,400.0,2,23,，,0,1,0.0,1
2,1340.0,400.0,2,24,前,0,1,0.0,3
2,1380.0,400.0,2,25,男,0,1,0.0,5
2,1420.0,400.0,2,26,友,0,1,0.0,5
2,1460.0,400.0,2,27,是,5,1,0.0,2
2,1500.0,400.0,2,28,东,1,1,0.0,4
2,1540.0,400.0,2,29,北,1,1,0.0,4
2,380.0,464.0,3,0,的,1,0,0.0,2
2,420.0,464.0,3,1,，,0,0,0.0,1
2,460.0,464.0,3,2,还,5,0,0.0,3
2,500.0,464.0,3,3,有,5,0,0.0,3
2,540.0,464.0,3,4,好,0,0,0.0,4
2,580.0,464.0,3,5,几,0,0,0.0,4
2,620.0,464.0,3,6,个,0,0,0.0,4
2,660.0,464.0,3,7,东,0,0,0.0,4
2,700.0,464.0,3,8,北,0,0,0.0,4
2,740.0,464.0,3,9,的,0,0,0.0,2
2,780.0,464.0,3,10,说,0,0,0.0,2
2,820.0,464.0,3,11,喜,5,0,0.0,4
2,860.0,464.0,3,12,欢,5,0,0.0,4
2,900.0,464.0,3,13,我,1,0,0.0,3
2,940.0,464.0,3,14,。,0,0,0.0,1
2,380.0,528.0,4,0,【,0,3,0.0,1
2,420.0,528.0,4,1,树,1,3,0.0,2
2,460.0,528.0,4,2,洞,1,3,0.0,2
2,500.0,528.0,4,3,】,0,3,0.0,1
2,540.0,528.0,4,4,感,5,3,0.0,4
2,580.0,528.0,4,5,觉,5,3,0.0,4
2,620.0,528.0,4,6,学,0,3,0.0,4
2,660.0,528.0,4,7,校,0,3,0.0,4
2,700.0,528.0,4,8,里,0,3,0.0,2
2,740.0,528.0,4,9,男,0,3,0.0,4
2,780.0,528.0,4,10,生,0,3,0.0,4
2,820.0,528.0,4,11,有,0,3,0.0,2
2,860.0,528.0,4,12,对,0,3,0.0,5
2,900.0,528.0,4,13,象,0,3,0.0,5
2,940.0,528.0,4,14,的,0,3,0.0,2
2,980.0,528.0,4,15,群,0,3,0.0,4
2,1020.0,528.0,4,16,体,0,3,0.0,4
2,1060.0,528.0,4,17,总,0,3,0.0,3
2,1100.0,528.0,4,18,体,0,3,0.0,3
2,1140.0,528.0,4,19,颜,0,3,0.0,5
2,1180.0,528.0,4,20,值,0,3,0.0,5
2,1220.0,528.0,4,21,并,0,3,0.0,3
2,1260.0,528.0,4,22,不,0,3,0.0,3
2,1300.0,528.0,4,23,比,0,3,0.0,3
2,1340.0,528.0,4,24,无,0,1,0.0,3
2,1380.0,528.0,4,25,恋,0,1,0.0,4
2,1420.0,528.0,4,26,爱,0,1,0.0,4
2,1460.0,528.0,4,27,经,5,1,0.0,4
2,1500.0,528.0,4,28,历,5,1,0.0,4
2,1540.0,528.0,4,29,的,1,1,0.0,1
2,380.0,592.0,5,0,男,1,1,0.0,3
2,420.0,592.0,5,1,生,1,1,0.0,3
2,460.0,592.0,5,2,颜,5,1,0.0,4
2,500.0,592.0,5,3,值,5,1,0.0,4
2,540.0,592.0,5,4,高,0,1,0.0,3
2,580.0,592.0,5,5,很,0,1,0.0,2
2,620.0,592.0,5,6,多,0,1,0.0,2
2,660.0,592.0,5,7,，,0,1,0.0,1
2,700.0,592.0,5,8,长,0,1,0.0,4
2,740.0,592.0,5,9,相,0,1,0.0,4
2,780.0,592.0,5,10,一,0,1,0.0,3
2,820.0,592.0,5,11,般,0,1,0.0,3
2,860.0,592.0,5,12,的,0,1,0.0,1
2,900.0,592.0,5,13,男,0,1,0.0,3
2,940.0,592.0,5,14,生,0,1,0.0,3
2,980.0,592.0,5,15,都,0,1,0.0,2
2,1020.0,592.0,5,16,是,0,1,0.0,2
2,1060.0,592.0,5,17,怎,0,1,0.0,4
2,1100.0,592.0,5,18,么,0,1,0.0,4
2,1140.0,592.0,5,19,找,0,1,0.0,5
2,1180.0,592.0,5,20,到,0,1,0.0,5
2,1220.0,592.0,5,21,的,5,1,0.0,1
2,1260.0,592.0,5,22,啊,1,1,0.0,2
2,1300.0,592.0,5,23,。,0,1,0.0,1
3,380.0,272.0,0,0,  ,0,0,0.0,1
3,420.0,272.0,0,1,  ,0,0,0.0,1
3,460.0,272.0,0,2,日,1,1,5.0,2
3,500.0,272.0,0,3,本,1,1,5.0,2
3,540.0,272.0,0,4,全,5,1,5.0,2
3,580.0,272.0,0,5,国,5,1,5.0,2
3,620.0,272.0,0,6,渔,0,1,5.0,3
3,660.0,272.0,0,7,业,0,1,5.0,3
3,700.0,272.0,0,8,协,0,1,0.0,3
3,740.0,272.0,0,9,会,0,1,0.0,3
3,780.0,272.0,0,10,联,0,1,0.0,3
3,820.0,272.0,0,11,合,0,1,0.0,3
3,860.0,272.0,0,12,会,0,1,0.0,3
3,900.0,272.0,0,13,会,0,1,0.0,3
3,940.0,272.0,0,14,长,0,1,0.0,3
3,980.0,272.0,0,15,坂,0,1,0.0,5
3,1020.0,272.0,0,16,本,0,1,0.0,5
3,1060.0,272.0,0,17,雅,0,1,0.0,5
3,1100.0,272.0,0,18,信,0,1,0.0,5
3,1140.0,272.0,0,19,21,0,1,0.0,4
3,1180.0,272.0,0,20,日,0,1,0.0,4
3,1220.0,272.0,0,21,重,0,1,0.0,4
3,1260.0,272.0,0,22,申,0,1,0.0,4
3,1300.0,272.0,0,23,，,0,1,0.0,1
3,1340.0,272.0,0,24,反,0,1,0.0,5
3,1380.0,272.0,0,25,对,0,1,0.0,5
3,1420.0,272.0,0,26,在,0,1,0.0,2
3,1460.0,272.0,0,27,未,5,1,0.0,3
3,1500.0,272.0,0,28,获,1,1,0.0,3
3,1540.0,272.0,0,29,得,1,1,0.0,3
3,380.0,336.0,1,0,国,1,1,0.0,3
3,420.0,336.0,1,1,民,1,1,0.0,3
3,460.0,336.0,1,2,理,5,3,0.0,4
3,500.0,336.0,1,3,解,5,3,0.0,4
3,540.0,336.0,1,4,的,0,3,0.0,1
3,580.0,336.0,1,5,情,0,3,0.0,3
3,620.0,336.0,1,6,况,0,3,0.0,3
3,660.0,336.0,1,7,下,0,3,0.0,2
3,700.0,336.0,1,8,将,0,3,0.0,4
3,740.0,336.0,1,9,福,0,3,0.0,5
3,780.0,336.0,1,10,岛,0,3,0.0,5
3,820.0,336.0,1,11,核,0,3,0.0,5
3,860.0,336.0,1,12,污,0,3,0.0,5
3,900.0,336.0,1,13,染,0,3,0.0,5
3,940.0,336.0,1,14,水,0,3,0.0,5
3,980.0,336.0,1,15,排,0,3,0.0,4
3,1020.0,336.0,1,16,海,0,3,0.0,5
3,1060.0,336.0,1,17,，,0,3,0.0,1
3,1100.0,336.0,1,18,这,0,3,0.0,3
3,1140.0,336.0,1,19,一,0,3,0.0,3
3,1180.0,336.0,1,20,点,0,3,0.0,3
3,1220.0,336.0,1,21,毫,5,3,0.0,4
3,1260.0,336.0,1,22,无,5,3,0.0,4
3,1300.0,336.0,1,23,改,1,3,0.0,4
3,1340.0,336.0,1,24,变,1,3,0.0,4
3,1380.0,336.0,1,25,。,0,3,0.0,1
3,380.0,400.0,2,0,  ,0,0,0.0,1
3,420.0,400.0,2,1,  ,0,0,0.0,1
3,460.0,400.0,2,2,坂,1,0,0.0,5
3,500.0,400.0,2,3,本,1,0,0.0,5
3,540.0,400.0,2,4,雅,1,0,0.0,5
3,580.0,400.0,2,5,信,1,0,0.0,5
3,620.0,400.0,2,6,当,5,0,0.0,3
3,660.0,400.0,2,7,天,5,0,0.0,3
3,700.0,400.0,2,8,在,0,0,0.0,2
3,740.0,400.0,2,9,与,0,0,0.0,2
3,780.0,400.0,2,10,日,0,0,0.0,4
3,820.0,400.0,2,11,本,0,0,0.0,4
3,860.0,400.0,2,12,首,0,0,0.0,4
3,900.0,400.0,2,13,相,0,0,0.0,4
3,940.0,400.0,2,14,岸,0,0,0.0,5
3,980.0,400.0,2,15,田,0,0,0.0,5
3,1020.0,400.0,2,16,文,0,0,0.0,5
3,1060.0,400.0,2,17,雄,0,0,0.0,5
3,1100.0,400.0,2,18,的,0,0,0.0,1
3,1140.0,400.0,2,19,会,0,0,0.0,4
3,1180.0,400.0,2,20,见,0,3,0.0,4
3,1220.0,400.0,2,21,中,0,3,0.0,2
3,1260.0,400.0,2,22,作,0,3,0.0,3
3,1300.0,400.0,2,23,出,0,3,0.0,3
3,1340.0,400.0,2,24,上,0,3,0.0,3
3,1380.0,400.0,2,25,述,0,3,0.0,3
3,1420.0,400.0,2,26,表,5,3,0.0,4
3,1460.0,400.0,2,27,态,5,3,0.0,4
3,1500.0,400.0,2,28,。,0,3,0.0,1
3,1540.0,400.0,2,29,尽,1,3,0.0,2
3,380.0,464.0,3,0,管,1,3,0.0,2
3,420.0,464.0,3,1,岸,5,3,0.0,5
3,460.0,464.0,3,2,田,5,3,0.0,5
3,500.0,464.0,3,3,文,5,3,0.0,5
3,540.0,464.0,3,4,雄,5,3,0.0,5
3,580.0,464.0,3,5,在,0,3,0.0,2
3,620.0,464.0,3,6,会,0,3,0.0,4
3,660.0,464.0,3,7,见,0,3,0.0,4
3,700.0,464.0,3,8,中,0,3,0.0,2
3,740.0,464.0,3,9,承,0,3,0.0,4
3,780.0,464.0,3,10,诺,0,3,0.0,4
3,820.0,464.0,3,11,将,0,3,0.0,2
3,860.0,464.0,3,12,持,0,3,0.0,3
